name	sex	n
Lamitta	pojkar	NA
Lammar	flickor	2
Lammar	pojkar	NA
Lamya	flickor	NA
Lamya	pojkar	NA
Lan	flickor	NA
Lan	pojkar	NA
Lana	flickor	39
Lana	pojkar	NA
Lanah	flickor	NA
Lanah	pojkar	NA
Lance	flickor	NA
Lance	pojkar	NA
Lancelot	flickor	NA
Lancelot	pojkar	3
Landing	flickor	NA
Landing	pojkar	NA
Lando	flickor	NA
Lando	pojkar	4
Landon	flickor	NA
Landon	pojkar	3
Lane	flickor	NA
Lane	pojkar	NA
Lani	flickor	4
Lani	pojkar	NA
Lania	flickor	NA
Lania	pojkar	NA
Lanja	flickor	NA
Lanja	pojkar	NA
Lanna	flickor	NA
Lanna	pojkar	NA
Lano	flickor	NA
Lano	pojkar	NA
Lanya	flickor	2
Lanya	pojkar	NA
Laoi	flickor	NA
Laoi	pojkar	NA
Laond	flickor	NA
Laond	pojkar	NA
Laponia	flickor	NA
Laponia	pojkar	NA
Lara	flickor	91
Lara	pojkar	NA
Larah	flickor	NA
Larah	pojkar	NA
Lare	flickor	NA
Lare	pojkar	NA
Laré	flickor	NA
Laré	pojkar	NA
Lareen	flickor	3
Lareen	pojkar	NA
Larein	flickor	NA
Larein	pojkar	NA
Lareine	flickor	2
Lareine	pojkar	NA
Laren	flickor	2
Laren	pojkar	NA
Lari	flickor	NA
Lari	pojkar	NA
Larien	flickor	NA
Larien	pojkar	NA
Larin	flickor	18
Larin	pojkar	NA
Larina	flickor	NA
Larina	pojkar	NA
Larine	flickor	NA
Larine	pojkar	NA
Laris	flickor	NA
Laris	pojkar	NA
Larisa	flickor	4
Larisa	pojkar	NA
Larissa	flickor	16
Larissa	pojkar	NA
Larry	flickor	NA
Larry	pojkar	NA
Lars	flickor	NA
Lars	pojkar	22
Larsa	flickor	NA
Larsa	pojkar	NA
Las	flickor	NA
Las	pojkar	NA
Lass	flickor	NA
Lass	pojkar	NA
Lasse	flickor	NA
Lasse	pojkar	33
László	flickor	NA
László	pojkar	NA
Latif	flickor	NA
Latif	pojkar	2
Latifa	flickor	2
Latifa	pojkar	NA
Latifah	flickor	NA
Latifah	pojkar	NA
Latoya	flickor	NA
Latoya	pojkar	NA
Laui	flickor	NA
Laui	pojkar	NA
Lauin	flickor	NA
Lauin	pojkar	NA
Lauma	flickor	NA
Lauma	pojkar	NA
Laura	flickor	118
Laura	pojkar	NA
Lauren	flickor	2
Lauren	pojkar	NA
Laurence	flickor	NA
Laurence	pojkar	3
Laurens	flickor	NA
Laurens	pojkar	NA
Laurent	flickor	NA
Laurent	pojkar	8
Laureta	flickor	NA
Laureta	pojkar	NA
Lauri	flickor	NA
Lauri	pojkar	2
Laurie	flickor	NA
Laurie	pojkar	NA
Laurina	flickor	NA
Laurina	pojkar	NA
Laurits	flickor	NA
Laurits	pojkar	NA
Lauritz	flickor	NA
Lauritz	pojkar	2
Lautaro	flickor	NA
Lautaro	pojkar	NA
Lava	flickor	13
Lava	pojkar	NA
Lawa	flickor	NA
Lawa	pojkar	NA
Lavan	flickor	NA
Lavan	pojkar	NA
Lawan	flickor	NA
Lawan	pojkar	NA
Lavand	flickor	NA
Lavand	pojkar	2
Lawand	flickor	NA
Lawand	pojkar	NA
Lavanya	flickor	NA
Lavanya	pojkar	NA
Lave	flickor	NA
Lave	pojkar	3
Lawe	flickor	NA
Lawe	pojkar	NA
Lawek	flickor	NA
Lawek	pojkar	NA
Lawen	flickor	NA
Lawen	pojkar	NA
Lawend	flickor	NA
Lawend	pojkar	NA
Lavendel	flickor	NA
Lavendel	pojkar	NA
Lawi	flickor	NA
Lawi	pojkar	NA
Lavin	flickor	13
Lavin	pojkar	NA
Lawin	flickor	NA
Lawin	pojkar	5
Lavina	flickor	3
Lavina	pojkar	NA
Lavinia	flickor	3
Lavinia	pojkar	NA
Lawrence	flickor	NA
Lawrence	pojkar	4
Lawy	flickor	NA
Lawy	pojkar	NA
Laya	flickor	13
Laya	pojkar	NA
Layal	flickor	7
Layal	pojkar	NA
Layan	flickor	66
Layan	pojkar	NA
Layana	flickor	2
Layana	pojkar	NA
Layla	flickor	10
Layla	pojkar	NA
Layth	flickor	NA
Layth	pojkar	3
Layton	flickor	NA
Layton	pojkar	NA
Lazar	flickor	NA
Lazar	pojkar	6
Lazaros	flickor	NA
Lazaros	pojkar	NA
Lazarus	flickor	NA
Lazarus	pojkar	NA
Lazo	flickor	NA
Lazo	pojkar	NA
Lea	flickor	195
Lea	pojkar	NA
Léa	flickor	8
Léa	pojkar	NA
Leah	flickor	342
Leah	pojkar	NA
Léah	flickor	2
Léah	pojkar	NA
Leam	flickor	NA
Leam	pojkar	2
Lean	flickor	3
Lean	pojkar	NA
Leana	flickor	3
Leana	pojkar	NA
Léana	flickor	2
Léana	pojkar	NA
Leander	flickor	NA
Leander	pojkar	6
Leandra	flickor	14
Leandra	pojkar	NA
Leandro	flickor	NA
Leandro	pojkar	23
Leandros	flickor	NA
Leandros	pojkar	NA
Leanna	flickor	NA
Leanna	pojkar	NA
Leanne	flickor	NA
Leanne	pojkar	NA
Lear	flickor	NA
Lear	pojkar	2
Leart	flickor	NA
Leart	pojkar	5
Learta	flickor	3
Learta	pojkar	NA
Leas	flickor	NA
Leas	pojkar	NA
Lebario	flickor	NA
Lebario	pojkar	2
Ledian	flickor	NA
Ledian	pojkar	NA
Ledion	flickor	NA
Ledion	pojkar	6
Lediona	flickor	NA
Lediona	pojkar	NA
Ledri	flickor	NA
Ledri	pojkar	NA
Lee	flickor	2
Lee	pojkar	7
Leea	flickor	NA
Leea	pojkar	NA
Leeam	flickor	NA
Leeam	pojkar	NA
Leela	flickor	NA
Leela	pojkar	NA
Leelo	flickor	3
Leelo	pojkar	NA
Leeloo	flickor	NA
Leeloo	pojkar	NA
Leen	flickor	32
Leen	pojkar	NA
Leena	flickor	NA
Leena	pojkar	NA
Leenah	flickor	NA
Leenah	pojkar	NA
Leeon	flickor	NA
Leeon	pojkar	NA
Leeroy	flickor	NA
Leeroy	pojkar	NA
Leevi	flickor	NA
Leevi	pojkar	8
Legolas	flickor	NA
Legolas	pojkar	NA
Lehat	flickor	NA
Lehat	pojkar	2
Leia	flickor	245
Leia	pojkar	NA
Leiah	flickor	9
Leiah	pojkar	NA
Leiali	flickor	NA
Leiali	pojkar	NA
Leian	flickor	NA
Leian	pojkar	NA
Leif	flickor	NA
Leif	pojkar	5
Leigh	flickor	NA
Leigh	pojkar	NA
Leighton	flickor	NA
Leighton	pojkar	2
Leiha	flickor	NA
Leiha	pojkar	NA
Leija	flickor	17
Leija	pojkar	NA
Leijah	flickor	3
Leijah	pojkar	NA
Leila	flickor	28
Leila	pojkar	NA
Leilah	flickor	NA
Leilah	pojkar	NA
Leilani	flickor	3
Leilani	pojkar	NA
Leili	flickor	NA
Leili	pojkar	NA
Leily	flickor	NA
Leily	pojkar	NA
Lein	flickor	NA
Lein	pojkar	NA
Leire	flickor	NA
Leire	pojkar	NA
Leis	flickor	NA
Leis	pojkar	NA
Leith	flickor	NA
Leith	pojkar	3
Leiton	flickor	NA
Leiton	pojkar	NA
Leiya	flickor	2
Leiya	pojkar	NA
Leja	flickor	8
Leja	pojkar	NA
Lejah	flickor	NA
Lejah	pojkar	NA
Lejla	flickor	16
Lejla	pojkar	NA
Lejna	flickor	NA
Lejna	pojkar	NA
Lejs	flickor	NA
Lejs	pojkar	NA
Lelas	flickor	2
Lelas	pojkar	NA
Lelia	flickor	NA
Lelia	pojkar	NA
Lema	flickor	NA
Lema	pojkar	NA
Lemar	flickor	NA
Lemar	pojkar	NA
Lemis	flickor	NA
Lemis	pojkar	NA
Lemmy	flickor	NA
Lemmy	pojkar	3
Lémon	flickor	NA
Lémon	pojkar	NA
Lemoni	flickor	2
Lemoni	pojkar	NA
Lemonie	flickor	NA
Lemonie	pojkar	NA
Lemuel	flickor	NA
Lemuel	pojkar	NA
Len	flickor	NA
Len	pojkar	NA
Lena	flickor	40
Lena	pojkar	NA
Lenart	flickor	NA
Lenart	pojkar	NA
Lenda	flickor	NA
Lenda	pojkar	NA
Lendi	flickor	NA
Lendi	pojkar	NA
Lendrit	flickor	NA
Lendrit	pojkar	NA
Lene	flickor	NA
Lene	pojkar	NA
Lenea	flickor	NA
Lenea	pojkar	NA
Leni	flickor	NA
Leni	pojkar	NA
Lenita	flickor	2
Lenita	pojkar	NA
Lenja	flickor	NA
Lenja	pojkar	NA
Lenka	flickor	NA
Lenka	pojkar	NA
Lennart	flickor	NA
Lennart	pojkar	3
Lennea	flickor	NA
Lennea	pojkar	NA
Lenni	flickor	NA
Lenni	pojkar	NA
Lennie	flickor	NA
Lennie	pojkar	2
Lennon	flickor	NA
Lennon	pojkar	19
Lennox	flickor	NA
Lennox	pojkar	54
Lenny	flickor	NA
Lenny	pojkar	2
Lenora	flickor	NA
Lenora	pojkar	NA
Lenore	flickor	2
Lenore	pojkar	NA
Lenox	flickor	NA
Lenox	pojkar	NA
Lenton	flickor	NA
Lenton	pojkar	NA
Lenya	flickor	NA
Lenya	pojkar	NA
Leo	flickor	NA
Leo	pojkar	559
Léo	flickor	NA
Léo	pojkar	3
Leoart	flickor	NA
Leoart	pojkar	NA
Leoh	flickor	NA
Leoh	pojkar	NA
Leon	flickor	NA
Leon	pojkar	492
León	flickor	NA
León	pojkar	13
Léon	flickor	NA
Léon	pojkar	45
Leona	flickor	100
Leona	pojkar	NA
Léona	flickor	NA
Léona	pojkar	NA
Leonard	flickor	NA
Leonard	pojkar	78
Léonard	flickor	NA
Léonard	pojkar	NA
Leonarda	flickor	NA
Leonarda	pojkar	NA
Leonardo	flickor	NA
Leonardo	pojkar	44
Leonas	flickor	NA
Leonas	pojkar	3
Leone	flickor	2
Leone	pojkar	NA
Leoné	flickor	NA
Leoné	pojkar	NA
Leonel	flickor	NA
Leonel	pojkar	48
Leonél	flickor	NA
Leonél	pojkar	NA
Léonel	flickor	NA
Léonel	pojkar	3
Leonela	flickor	2
Leonela	pojkar	NA
Leonell	flickor	NA
Leonell	pojkar	13
Léonell	flickor	NA
Léonell	pojkar	2
Leonella	flickor	NA
Leonella	pojkar	NA
Leonelle	flickor	3
Leonelle	pojkar	NA
Leonesa	flickor	NA
Leonesa	pojkar	NA
Leonhard	flickor	NA
Leonhard	pojkar	NA
Leoni	flickor	6
Leoni	pojkar	NA
Leonid	flickor	NA
Leonid	pojkar	4
Leonida	flickor	NA
Leonida	pojkar	NA
Leonidas	flickor	NA
Leonidas	pojkar	24
Leonides	flickor	NA
Leonides	pojkar	NA
Leonie	flickor	31
Leonie	pojkar	NA
Léonie	flickor	7
Léonie	pojkar	NA
Leonis	flickor	NA
Leonis	pojkar	NA
Leonit	flickor	NA
Leonit	pojkar	2
Leonita	flickor	NA
Leonita	pojkar	NA
Leonor	flickor	4
Leonor	pojkar	NA
Leonora	flickor	69
Leonora	pojkar	NA
Leonore	flickor	32
Leonore	pojkar	NA
Léonore	flickor	2
Léonore	pojkar	NA
Leontin	flickor	NA
Leontin	pojkar	NA
Leontina	flickor	NA
Leontina	pojkar	NA
Leontine	flickor	2
Leontine	pojkar	NA
Leopold	flickor	NA
Leopold	pojkar	19
Léopold	flickor	NA
Léopold	pojkar	NA
Leor	flickor	NA
Leor	pojkar	2
Leora	flickor	8
Leora	pojkar	NA
Leotrim	flickor	NA
Leotrim	pojkar	3
Lerke	flickor	NA
Lerke	pojkar	NA
Leron	flickor	NA
Leron	pojkar	2
Leroy	flickor	NA
Leroy	pojkar	NA
Lesley	flickor	NA
Lesley	pojkar	NA
Leslie	flickor	NA
Leslie	pojkar	NA
Lester	flickor	NA
Lester	pojkar	NA
Leticia	flickor	NA
Leticia	pojkar	NA
Letizia	flickor	NA
Letizia	pojkar	NA
Leutrim	flickor	NA
Leutrim	pojkar	NA
Lev	flickor	NA
Lev	pojkar	3
Lewan	flickor	NA
Lewan	pojkar	NA
Levana	flickor	3
Levana	pojkar	NA
Lewand	flickor	NA
Lewand	pojkar	NA
Lewend	flickor	NA
Lewend	pojkar	NA
Levent	flickor	NA
Levent	pojkar	2
Levente	flickor	NA
Levente	pojkar	NA
Lewhat	flickor	4
Lewhat	pojkar	NA
Levi	flickor	NA
Levi	pojkar	199
Lewi	flickor	NA
Lewi	pojkar	26
Lévi	flickor	NA
Lévi	pojkar	NA
Levida	flickor	NA
Levida	pojkar	NA
Levin	flickor	NA
Levin	pojkar	9
Lewin	flickor	NA
Lewin	pojkar	NA
Levina	flickor	2
Levina	pojkar	NA
Lewina	flickor	NA
Lewina	pojkar	NA
Levine	flickor	NA
Levine	pojkar	NA
Levis	flickor	NA
Levis	pojkar	10
Lewis	flickor	NA
Lewis	pojkar	23
Levisia	flickor	NA
Levisia	pojkar	NA
Lewisia	flickor	NA
Lewisia	pojkar	NA
Levon	flickor	NA
Levon	pojkar	6
Levón	flickor	NA
Levón	pojkar	NA
Lewon	flickor	NA
Lewon	pojkar	NA
Levy	flickor	NA
Levy	pojkar	NA
Lex	flickor	NA
Lex	pojkar	10
Lexi	flickor	23
Lexi	pojkar	NA
Lexia	flickor	NA
Lexia	pojkar	NA
Lexian	flickor	NA
Lexian	pojkar	2
Lexie	flickor	55
Lexie	pojkar	NA
Lexius	flickor	NA
Lexius	pojkar	2
Lexus	flickor	NA
Lexus	pojkar	5
Leya	flickor	38
Leya	pojkar	NA
Leyah	flickor	9
Leyah	pojkar	NA
Leyal	flickor	NA
Leyal	pojkar	NA
Leyan	flickor	2
Leyan	pojkar	NA
Leyana	flickor	NA
Leyana	pojkar	NA
Leyla	flickor	33
Leyla	pojkar	NA
Leylah	flickor	NA
Leylah	pojkar	NA
Leyon	flickor	NA
Leyon	pojkar	NA
Leyona	flickor	NA
Leyona	pojkar	NA
Leyton	flickor	NA
Leyton	pojkar	3
Lezan	flickor	NA
Lezan	pojkar	NA
Lhea	flickor	NA
Lhea	pojkar	NA
Lheo	flickor	NA
Lheo	pojkar	NA
Li	flickor	24
Li	pojkar	NA
Lia	flickor	39
Lia	pojkar	NA
Liah	flickor	4
Liah	pojkar	NA
Liahs	flickor	NA
Liahs	pojkar	NA
Liam	flickor	NA
Liam	pojkar	679
Liamo	flickor	NA
Liamo	pojkar	NA
Lian	flickor	11
Lian	pojkar	30
Liana	flickor	39
Liana	pojkar	NA
Liann	flickor	NA
Liann	pojkar	NA
Lianna	flickor	NA
Lianna	pojkar	NA
Liara	flickor	NA
Liara	pojkar	NA
Liard	flickor	NA
Liard	pojkar	NA
Lias	flickor	NA
Lias	pojkar	100
Liaz	flickor	NA
Liaz	pojkar	3
Liba	flickor	NA
Liba	pojkar	NA
Libaan	flickor	NA
Libaan	pojkar	NA
Liban	flickor	NA
Liban	pojkar	NA
Libin	flickor	2
Libin	pojkar	NA
Libra	flickor	NA
Libra	pojkar	NA
Liburn	flickor	NA
Liburn	pojkar	NA
Licia	flickor	NA
Licia	pojkar	NA
Lida	flickor	2
Lida	pojkar	NA
Lidia	flickor	7
Lidia	pojkar	NA
Lidija	flickor	NA
Lidija	pojkar	NA
Lidya	flickor	7
Lidya	pojkar	NA
Liel	flickor	NA
Liel	pojkar	NA
Lien	flickor	NA
Lien	pojkar	NA
Liepa	flickor	NA
Liepa	pojkar	NA
Liesel	flickor	NA
Liesel	pojkar	NA
Liesl	flickor	NA
Liesl	pojkar	NA
Lif	flickor	NA
Lif	pojkar	NA
Liham	flickor	NA
Liham	pojkar	2
Lihem	flickor	NA
Lihem	pojkar	NA
Lii	flickor	NA
Lii	pojkar	NA
Liia	flickor	NA
Liia	pojkar	NA
Liibaan	flickor	NA
Liibaan	pojkar	NA
Liiban	flickor	NA
Liiban	pojkar	NA
Liin	flickor	NA
Liin	pojkar	NA
Liina	flickor	NA
Liina	pojkar	NA
Liion	flickor	NA
Liion	pojkar	NA
Liisa	flickor	2
Liisa	pojkar	NA
Liiv	flickor	NA
Liiv	pojkar	NA
Lija	flickor	NA
Lija	pojkar	NA
Lijana	flickor	NA
Lijana	pojkar	NA
Lijon	flickor	NA
Lijon	pojkar	NA
Lila	flickor	5
Lila	pojkar	NA
Lilah	flickor	NA
Lilah	pojkar	NA
Lilas	flickor	6
Lilas	pojkar	NA
Lilav	flickor	2
Lilav	pojkar	NA
Lili	flickor	5
Lili	pojkar	NA
Lilia	flickor	22
Lilia	pojkar	NA
Lilian	flickor	52
Lilian	pojkar	NA
Liliana	flickor	11
Liliana	pojkar	NA
Liliane	flickor	NA
Liliane	pojkar	NA
Lilianna	flickor	3
Lilianna	pojkar	NA
Lilianne	flickor	NA
Lilianne	pojkar	NA
Lilie	flickor	NA
Lilie	pojkar	NA
Lilit	flickor	NA
Lilit	pojkar	NA
Lilith	flickor	11
Lilith	pojkar	NA
Lilja	flickor	32
Lilja	pojkar	NA
Liljan	flickor	2
Liljan	pojkar	NA
Liljana	flickor	NA
Liljana	pojkar	NA
Lilje	flickor	2
Lilje	pojkar	NA
Lill	flickor	9
Lill	pojkar	NA
Lilla	flickor	NA
Lilla	pojkar	NA
Lillan	flickor	NA
Lillan	pojkar	NA
Lillebror	flickor	NA
Lillebror	pojkar	NA
Lillemor	flickor	6
Lillemor	pojkar	NA
Lillevi	flickor	NA
Lillevi	pojkar	NA
Lilli	flickor	7
Lilli	pojkar	NA
Lillia	flickor	2
Lillia	pojkar	NA
Lillian	flickor	10
Lillian	pojkar	NA
Lilliana	flickor	2
Lilliana	pojkar	NA
Lillie	flickor	39
Lillie	pojkar	NA
Lillit	flickor	NA
Lillit	pojkar	NA
Lillith	flickor	5
Lillith	pojkar	NA
Lilly	flickor	333
Lilly	pojkar	NA
Lilly-Anne	flickor	NA
Lilly-Anne	pojkar	NA
Lilly-Belle	flickor	NA
Lilly-Belle	pojkar	NA
Lilly-Lo	flickor	NA
Lilly-Lo	pojkar	NA
Lilly-Rose	flickor	NA
Lilly-Rose	pojkar	NA
Lilo	flickor	26
Lilo	pojkar	NA
Liloo	flickor	NA
Liloo	pojkar	NA
Lilou	flickor	8
Lilou	pojkar	NA
Lily	flickor	241
Lily	pojkar	NA
Lily Rose	flickor	NA
Lily Rose	pojkar	NA
Lilya	flickor	8
Lilya	pojkar	NA
Lilyan	flickor	NA
Lilyan	pojkar	NA
Lily-Belle	flickor	NA
Lily-Belle	pojkar	NA
Lily-Grace	flickor	NA
Lily-Grace	pojkar	NA
Lily-Lo	flickor	NA
Lily-Lo	pojkar	NA
Lily-Marie	flickor	NA
Lily-Marie	pojkar	NA
Lily-Rose	flickor	3
Lily-Rose	pojkar	NA
Lima	flickor	6
Lima	pojkar	NA
Limar	flickor	4
Limar	pojkar	NA
Limone	flickor	NA
Limone	pojkar	NA
Limor	flickor	NA
Limor	pojkar	NA
Lin	flickor	15
Lin	pojkar	NA
Lina	flickor	111
Lina	pojkar	NA
Linah	flickor	NA
Linah	pojkar	NA
Linaz	flickor	NA
Linaz	pojkar	NA
Linc	flickor	NA
Linc	pojkar	2
Lincoln	flickor	NA
Lincoln	pojkar	7
Lincon	flickor	NA
Lincon	pojkar	NA
Lind	flickor	NA
Lind	pojkar	NA
Linda	flickor	17
Linda	pojkar	NA
Linde	flickor	NA
Linde	pojkar	2
Lindon	flickor	NA
Lindon	pojkar	NA
Lindor	flickor	NA
Lindor	pojkar	NA
Lindrit	flickor	NA
Lindrit	pojkar	NA
Lindsay	flickor	NA
Lindsay	pojkar	NA
Lindsey	flickor	NA
Lindsey	pojkar	NA
Lindy	flickor	NA
Lindy	pojkar	NA
Line	flickor	30
Line	pojkar	NA
Linea	flickor	2
Linea	pojkar	NA
Linéa	flickor	NA
Linéa	pojkar	NA
Linelle	flickor	4
Linelle	pojkar	NA
Linélle	flickor	NA
Linélle	pojkar	NA
Line-Lo	flickor	NA
Line-Lo	pojkar	NA
Linette	flickor	NA
Linette	pojkar	NA
Linh	flickor	NA
Linh	pojkar	NA
Lini	flickor	NA
Lini	pojkar	NA
Link	flickor	NA
Link	pojkar	8
Linn	flickor	68
Linn	pojkar	NA
Linna	flickor	NA
Linna	pojkar	NA
Linnar	flickor	NA
Linnar	pojkar	NA
Linne	flickor	NA
Linne	pojkar	NA
Linné	flickor	NA
Linné	pojkar	NA
Linnea	flickor	139
Linnea	pojkar	NA
Linneá	flickor	NA
Linneá	pojkar	NA
Linnéa	flickor	131
Linnéa	pojkar	NA
Linnèa	flickor	NA
Linnèa	pojkar	NA
Linnéah	flickor	NA
Linnéah	pojkar	NA
Linni	flickor	NA
Linni	pojkar	NA
Linnie	flickor	NA
Linnie	pojkar	NA
Linny	flickor	NA
Linny	pojkar	NA
Lino	flickor	NA
Lino	pojkar	7
Linor	flickor	NA
Linor	pojkar	NA
Linora	flickor	NA
Linora	pojkar	NA
Linova	flickor	NA
Linova	pojkar	NA
Linton	flickor	NA
Linton	pojkar	17
Linus	flickor	NA
Linus	pojkar	81
Linuz	flickor	NA
Linuz	pojkar	NA
Lio	flickor	NA
Lio	pojkar	20
Lion	flickor	NA
Lion	pojkar	61
Liona	flickor	NA
Liona	pojkar	NA
Lionel	flickor	NA
Lionel	pojkar	103
Lionél	flickor	NA
Lionél	pojkar	2
Lionell	flickor	NA
Lionell	pojkar	2
Lionella	flickor	NA
Lionella	pojkar	NA
Lionelle	flickor	NA
Lionelle	pojkar	NA
Lionora	flickor	NA
Lionora	pojkar	NA
Lior	flickor	NA
Lior	pojkar	7
Liora	flickor	6
Liora	pojkar	NA
Lipton	flickor	NA
Lipton	pojkar	NA
Lira	flickor	4
Lira	pojkar	NA
Liria	flickor	NA
Liria	pojkar	NA
Liridon	flickor	NA
Liridon	pojkar	NA
Lirika	flickor	NA
Lirika	pojkar	NA
Lirjon	flickor	NA
Lirjon	pojkar	NA
Liron	flickor	NA
Liron	pojkar	NA
Lisa	flickor	69
Lisa	pojkar	NA
Lisa Marie	flickor	NA
Lisa Marie	pojkar	NA
Lisabet	flickor	NA
Lisabet	pojkar	NA
Lisabeth	flickor	NA
Lisabeth	pojkar	NA
Lisa-Marie	flickor	NA
Lisa-Marie	pojkar	NA
Lisandra	flickor	3
Lisandra	pojkar	NA
Lisandro	flickor	NA
Lisandro	pojkar	NA
Lisbet	flickor	NA
Lisbet	pojkar	NA
Lisbeth	flickor	NA
Lisbeth	pojkar	NA
Lise	flickor	NA
Lise	pojkar	NA
Lisel	flickor	NA
Lisel	pojkar	NA
Liselott	flickor	2
Liselott	pojkar	NA
Liselotte	flickor	NA
Liselotte	pojkar	NA
Lisen	flickor	25
Lisen	pojkar	NA
Lisette	flickor	NA
Lisette	pojkar	NA
Lissandra	flickor	2
Lissandra	pojkar	NA
Lissette	flickor	NA
Lissette	pojkar	NA
Lissie	flickor	NA
Lissie	pojkar	NA
Liston	flickor	NA
Liston	pojkar	NA
Lita	flickor	NA
Lita	pojkar	NA
Lithea	flickor	3
Lithea	pojkar	NA
Lithéa	flickor	NA
Lithéa	pojkar	NA
Liutauras	flickor	NA
Liutauras	pojkar	NA
Liv	flickor	267
Liv	pojkar	NA
Liw	flickor	3
Liw	pojkar	NA
Liva	flickor	7
Liva	pojkar	NA
Liwa	flickor	NA
Liwa	pojkar	NA
Livar	flickor	NA
Livar	pojkar	NA
Live	flickor	NA
Live	pojkar	NA
Liv-Grete	flickor	NA
Liv-Grete	pojkar	NA
Livh	flickor	NA
Livh	pojkar	NA
Livi	flickor	NA
Livi	pojkar	NA
Livia	flickor	291
Livia	pojkar	NA
Liwia	flickor	9
Liwia	pojkar	NA
Livie	flickor	2
Livie	pojkar	NA
Livija	flickor	NA
Livija	pojkar	NA
Livio	flickor	NA
Livio	pojkar	NA
Livli	flickor	2
Livli	pojkar	NA
Livly	flickor	2
Livly	pojkar	NA
Livy	flickor	NA
Livy	pojkar	NA
Livya	flickor	NA
Livya	pojkar	NA
Liya	flickor	14
Liya	pojkar	NA
Liyah	flickor	5
Liyah	pojkar	NA
Liyam	flickor	NA
Liyam	pojkar	NA
Liyan	flickor	2
Liyan	pojkar	NA
Liyana	flickor	40
Liyana	pojkar	NA
Liyat	flickor	NA
Liyat	pojkar	NA
Liyon	flickor	NA
Liyon	pojkar	NA
Liz	flickor	2
Liz	pojkar	NA
Liza	flickor	7
Liza	pojkar	NA
Lizen	flickor	NA
Lizen	pojkar	NA
Lizette	flickor	2
Lizette	pojkar	NA
Lizzie	flickor	3
Lizzie	pojkar	NA
Lizzy	flickor	NA
Lizzy	pojkar	NA
Ljuva	flickor	2
Ljuva	pojkar	NA
Lloyd	flickor	NA
Lloyd	pojkar	4
Lluvia	flickor	NA
Lluvia	pojkar	NA
Lmar	flickor	2
Lmar	pojkar	NA
Lo	flickor	193
Lo	pojkar	31
Loa	flickor	3
Loa	pojkar	70
Lóa	flickor	NA
Lóa	pojkar	NA
Loah	flickor	NA
Loah	pojkar	6
Loai	flickor	NA
Loai	pojkar	2
Loana	flickor	NA
Loana	pojkar	NA
Loant	flickor	NA
Loant	pojkar	NA
Loar	flickor	NA
Loar	pojkar	2
Loay	flickor	NA
Loay	pojkar	5
Lobelia	flickor	NA
Lobelia	pojkar	NA
Locke	flickor	NA
Locke	pojkar	NA
Loe	flickor	NA
Loe	pojkar	17
Loella	flickor	NA
Loella	pojkar	NA
Loelle	flickor	2
Loelle	pojkar	NA
Logan	flickor	NA
Logan	pojkar	9
Loi	flickor	NA
Loi	pojkar	NA
Loic	flickor	NA
Loic	pojkar	NA
Loïc	flickor	NA
Loïc	pojkar	3
Loie	flickor	NA
Loie	pojkar	NA
Lois	flickor	2
Lois	pojkar	NA
Loisa	flickor	NA
Loisa	pojkar	NA
Lojain	flickor	NA
Lojain	pojkar	NA
Loka	flickor	NA
Loka	pojkar	NA
Loke	flickor	NA
Loke	pojkar	241
Loki	flickor	NA
Loki	pojkar	4
Lokman	flickor	NA
Lokman	pojkar	NA
Lola	flickor	21
Lola	pojkar	NA
Lolav	flickor	NA
Lolav	pojkar	NA
Lolia	flickor	8
Lolia	pojkar	NA
Lolita	flickor	NA
Lolita	pojkar	NA
Lollo	flickor	NA
Lollo	pojkar	NA
Lom	flickor	NA
Lom	pojkar	NA
Lona	flickor	NA
Lona	pojkar	NA
London	flickor	NA
London	pojkar	NA
Lone	flickor	9
Lone	pojkar	NA
Loni	flickor	3
Loni	pojkar	NA
Lonik	flickor	NA
Lonik	pojkar	NA
Loo	flickor	3
Loo	pojkar	NA
Loova	flickor	NA
Loova	pojkar	NA
Loqman	flickor	NA
Loqman	pojkar	NA
Lora	flickor	2
Lora	pojkar	NA
Loran	flickor	NA
Loran	pojkar	4
Lorance	flickor	NA
Lorance	pojkar	NA
Lorans	flickor	NA
Lorans	pojkar	2
Loreen	flickor	NA
Loreen	pojkar	NA
Lorelei	flickor	NA
Lorelei	pojkar	NA
Lorelle	flickor	NA
Lorelle	pojkar	NA
Loren	flickor	3
Loren	pojkar	NA
Lorén	flickor	NA
Lorén	pojkar	NA
Lorena	flickor	12
Lorena	pojkar	NA
Lorenc	flickor	NA
Lorenc	pojkar	4
Lorens	flickor	NA
Lorens	pojkar	4
Lorent	flickor	NA
Lorent	pojkar	4
Lorenta	flickor	NA
Lorenta	pojkar	NA
Lorents	flickor	NA
Lorents	pojkar	NA
Lorentz	flickor	NA
Lorentz	pojkar	20
Lorenz	flickor	NA
Lorenz	pojkar	7
Lorenza	flickor	NA
Lorenza	pojkar	NA
Lorenzo	flickor	NA
Lorenzo	pojkar	15
Loresa	flickor	NA
Loresa	pojkar	NA
Loreta	flickor	NA
Loreta	pojkar	NA
Loretta	flickor	NA
Loretta	pojkar	NA
Lori	flickor	NA
Lori	pojkar	NA
Lorian	flickor	NA
Lorian	pojkar	10
Loriana	flickor	NA
Loriana	pojkar	NA
Lorik	flickor	NA
Lorik	pojkar	9
Lorin	flickor	19
Lorin	pojkar	NA
Lorina	flickor	NA
Lorina	pojkar	NA
